period,estimator,band,n,share_of_events,mean_predicted,expected_wins,actual_wins,actual_rate,difference_pp,wilson95_low,wilson95_high
SEALED_HOLDOUT_2024_2025,ranking_baseline,75-79.9%,383,0.07569169960474308,0.7723152670698277,295.796747287744,300,0.783289817232376,1.0974550162548335,0.739323841494477,0.8216294768533948
SEALED_HOLDOUT_2024_2025,ranking_baseline,80-84.9%,269,0.05316205533596838,0.8223587517528822,221.21450422152532,217,0.8066914498141264,-1.5667301938755762,0.7553181083805086,0.8494286948112845
SEALED_HOLDOUT_2024_2025,ranking_baseline,85-89.9%,129,0.025494071146245058,0.8719300009217359,112.47897011890393,107,0.8294573643410853,-4.247263658065059,0.7552665710541416,0.8845939119200085
SEALED_HOLDOUT_2024_2025,ranking_baseline,90-94.9%,52,0.010276679841897233,0.9211538332877456,47.89999933096277,39,0.75,-17.11538332877456,0.6179354205740265,0.8476684613640423
SEALED_HOLDOUT_2024_2025,ranking_baseline,95%+,19,0.0037549407114624506,0.9653748083296099,18.342121358262588,15,0.7894736842105263,-17.590112411908354,0.5666572155618583,0.9149232336708375
SEALED_HOLDOUT_2024_2025,stack_market_elo,50-54.9%,719,0.1419265692854323,0.5260062671206525,378.1985060597491,386,0.5368567454798331,1.0850478359180626,0.5003095911699069,0.5730121578156435
SEALED_HOLDOUT_2024_2025,stack_market_elo,55-59.9%,870,0.17173312277931307,0.5758569344981191,500.9955330133637,512,0.5885057471264368,1.264881262831763,0.55548645940406,0.6207468818336435
SEALED_HOLDOUT_2024_2025,stack_market_elo,60-64.9%,824,0.1626529806553494,0.6239923965345953,514.1697347445065,495,0.6007281553398058,-2.3264241194789426,0.5668957945758394,0.6336256920340196
SEALED_HOLDOUT_2024_2025,stack_market_elo,65-69.9%,672,0.1326490327674694,0.6739483794962912,452.89331102150766,466,0.6934523809523809,1.950400145608977,0.6575751608770081,0.727130448118459
SEALED_HOLDOUT_2024_2025,stack_market_elo,70-74.9%,569,0.11231741018555073,0.7241834468196192,412.0603812403633,406,0.7135325131810193,-1.0650933638599924,0.6750495637140895,0.7491515765111009
SEALED_HOLDOUT_2024_2025,stack_market_elo,75-79.9%,463,0.09139360442163443,0.7755371647311351,359.07370727051557,362,0.7818574514038877,0.632028667275264,0.7420038775845222,0.8170724320888346
SEALED_HOLDOUT_2024_2025,stack_market_elo,80-84.9%,374,0.0738255033557047,0.8236363306950018,308.0399876799307,309,0.8262032085561497,0.25668778611479537,0.7845347947506552,0.8612387017882487
SEALED_HOLDOUT_2024_2025,stack_market_elo,85-89.9%,251,0.049545992893801814,0.8729873154876561,219.11981618740168,221,0.8804780876494024,0.7490772161746317,0.8345032765678251,0.9149823090345834
SEALED_HOLDOUT_2024_2025,stack_market_elo,90-94.9%,205,0.040465850769838135,0.9231034112942489,189.23619931532102,189,0.9219512195121952,-0.11521917820537242,0.8769899253200182,0.9513896549458587
SEALED_HOLDOUT_2024_2025,stack_market_elo,95%+,119,0.02348993288590604,0.9680524706203525,115.19824400382194,115,0.9663865546218487,-0.1665915998503742,0.9167514797298497,0.9868522471032992
